,presicion,recall,f1
tau:1.10-gamma:0.01-C:0.30,0.2901505859355901,0.8872370319738742,0.43629412668989637
tau:1.10-gamma:0.01-C:0.40,0.2909405039397163,0.9111604769499507,0.43993501176054123
tau:1.10-gamma:0.01-C:0.50,0.29757804022509904,0.9266727424622161,0.44918275886835723
tau:1.10-gamma:0.01-C:0.60,0.3044469588312872,0.9266727424622161,0.45698687777322244
tau:1.10-gamma:0.01-C:0.70,0.31008282300718276,0.9266727424622161,0.46354324633516913
tau:1.10-gamma:0.01-C:0.80,0.3165685490335349,0.9418242576137313,0.47284130353125553
tau:1.10-gamma:0.01-C:0.90,0.32041642074561266,0.9418242576137313,0.47722168361613476
tau:1.10-gamma:0.01-C:1.00,0.3215212485267331,0.9418242576137313,0.47838031913309137
tau:1.10-gamma:0.05-C:0.30,0.32375502551936847,0.9418242576137313,0.48070058680472644
tau:1.10-gamma:0.05-C:0.40,0.3298824146897884,0.9418242576137313,0.4874736620846058
tau:1.10-gamma:0.05-C:0.50,0.33360280084663385,0.9418242576137313,0.491506771402268
tau:1.10-gamma:0.05-C:0.60,0.3306609093497697,0.9661084529505581,0.49174325766365573
tau:1.10-gamma:0.05-C:0.70,0.33554180039479564,0.9661084529505581,0.4972876917321362
tau:1.10-gamma:0.05-C:0.80,0.33619831987800536,0.9661084529505581,0.49811229396521783
tau:1.10-gamma:0.05-C:0.90,0.338454346750339,0.9661084529505581,0.5007105047269564
tau:1.10-gamma:0.05-C:1.00,0.336696065128901,0.9661084529505581,0.49901141213269057
tau:1.10-gamma:0.10-C:0.30,0.3282454504125717,0.9585326953748007,0.4880802540006521
tau:1.10-gamma:0.10-C:0.40,0.33556416710523274,0.9661084529505581,0.4973346915615992
tau:1.10-gamma:0.10-C:0.50,0.336696065128901,0.9661084529505581,0.49901141213269057
tau:1.10-gamma:0.10-C:0.60,0.3390169201294753,0.9661084529505581,0.50166678971242
tau:1.10-gamma:0.10-C:0.70,0.35056290151046277,0.9661084529505581,0.5142791184626884
tau:1.10-gamma:0.10-C:0.80,0.3598924080438049,0.9661084529505581,0.5242340296343023
tau:1.10-gamma:0.10-C:0.90,0.36620644426352916,0.9661084529505581,0.530905127310356
tau:1.10-gamma:0.10-C:1.00,0.3736785211378457,0.9748803827751197,0.540125235743778
tau:1.10-gamma:0.15-C:0.30,0.3370031194097583,0.9661084529505581,0.4990278162290547
tau:1.10-gamma:0.15-C:0.40,0.33413186265821104,0.9573365231259968,0.4951499435331264
tau:1.10-gamma:0.15-C:0.50,0.3549354540047904,0.9661084529505581,0.5189393296728511
tau:1.10-gamma:0.15-C:0.60,0.36620644426352916,0.9661084529505581,0.530905127310356
tau:1.10-gamma:0.15-C:0.70,0.3761612566562955,0.9748803827751197,0.5426808451913979
tau:1.10-gamma:0.15-C:0.80,0.38604610685664564,0.967304625199362,0.5517352340859804
tau:1.10-gamma:0.15-C:0.90,0.3957316174803935,0.967304625199362,0.5613139155409378
tau:1.10-gamma:0.15-C:1.00,0.3983803906648809,0.9685007974481659,0.5641384581979747
tau:1.10-gamma:0.20-C:0.30,0.33617745003401467,0.9661084529505581,0.49853544691862983
tau:1.10-gamma:0.20-C:0.40,0.3548444096763108,0.9661084529505581,0.5188737961027513
tau:1.10-gamma:0.20-C:0.50,0.3684690587886077,0.9748803827751197,0.5345444840991651
tau:1.10-gamma:0.20-C:0.60,0.383769960181338,0.967304625199362,0.5493597657486547
tau:1.10-gamma:0.20-C:0.70,0.3991512505327759,0.9760765550239233,0.5662333564919855
tau:1.10-gamma:0.20-C:0.80,0.4059922995185061,0.9609250398724084,0.5702392357997653
tau:1.10-gamma:0.20-C:0.90,0.428097026025656,0.9609250398724084,0.5916540975364505
tau:1.10-gamma:0.20-C:1.00,0.44397481805961164,0.9529885319359003,0.6049308113056031
tau:1.10-gamma:0.25-C:0.30,0.34429446887074006,0.9661084529505581,0.5075519307403529
tau:1.10-gamma:0.25-C:0.40,0.3652858263844904,0.9748803827751197,0.5311639916163371
tau:1.10-gamma:0.25-C:0.50,0.38497944252289584,0.967304625199362,0.5505609669498559
tau:1.10-gamma:0.25-C:0.60,0.4020533701729616,0.9760765550239233,0.5690980452672835
tau:1.10-gamma:0.25-C:0.70,0.4170309714750135,0.9609250398724084,0.5810343995142376
tau:1.10-gamma:0.25-C:0.80,0.43939776929138635,0.9529885319359003,0.6006148997930872
tau:1.10-gamma:0.25-C:0.90,0.45847271715010124,0.944216602111339,0.6160956260577325
tau:1.10-gamma:0.25-C:1.00,0.46967829992349713,0.9354446722867776,0.623179942415098
tau:1.10-gamma:0.30-C:0.30,0.3567697819653248,0.9748803827751197,0.5222155151565446
tau:1.10-gamma:0.30-C:0.40,0.3796778535636318,0.9748803827751197,0.5463637815335923
tau:1.10-gamma:0.30-C:0.50,0.39959747553440444,0.9760765550239233,0.566639563790248
tau:1.10-gamma:0.30-C:0.60,0.4170309714750135,0.9609250398724084,0.5810343995142376
tau:1.10-gamma:0.30-C:0.70,0.4469093251957994,0.9529885319359003,0.6077605752775627
tau:1.10-gamma:0.30-C:0.80,0.46221656522961957,0.9354446722867776,0.6171692752374288
tau:1.10-gamma:0.30-C:0.90,0.4713035954317713,0.9354446722867776,0.6246982308899082
tau:1.10-gamma:0.30-C:1.00,0.48121532492632896,0.9202931571352625,0.6302764311980901
tau:1.10-gamma:0.40-C:0.30,0.3687952486190575,0.9748803827751197,0.5349300472327793
tau:1.10-gamma:0.40-C:0.40,0.4020216908345595,0.9760765550239233,0.5691465982762559
tau:1.10-gamma:0.40-C:0.50,0.42675202745535223,0.9529885319359003,0.5890594489148153
tau:1.10-gamma:0.40-C:0.60,0.46095908797480184,0.944216602111339,0.6182214909955269
tau:1.10-gamma:0.40-C:0.70,0.4699181300177988,0.9354446722867776,0.623971767909158
tau:1.10-gamma:0.40-C:0.80,0.4828988266098306,0.9202931571352625,0.6318304327520917
tau:1.10-gamma:0.40-C:0.90,0.48988360176611206,0.9202931571352625,0.6372863247863249
tau:1.10-gamma:0.40-C:1.00,0.4914335030413619,0.9047808916229969,0.635082284711522
tau:1.10-gamma:0.50-C:0.30,0.38807119780803995,0.9760765550239233,0.5549452031584922
tau:1.10-gamma:0.50-C:0.40,0.42116800865189474,0.9529885319359003,0.5836314547225191
tau:1.10-gamma:0.50-C:0.50,0.46251804489090165,0.944216602111339,0.6196970107809058
tau:1.10-gamma:0.50-C:0.60,0.47529227776294447,0.9354446722867776,0.6287055698227418
tau:1.10-gamma:0.50-C:0.70,0.48615553159067354,0.9202931571352625,0.6342397298042459
tau:1.10-gamma:0.50-C:0.80,0.4870679026231299,0.8960089617984356,0.6294877655869034
tau:1.10-gamma:0.50-C:0.90,0.4907964938517211,0.8884332042226779,0.6307864451033892
tau:1.10-gamma:0.50-C:1.00,0.5011521614128847,0.8732503194745758,0.6358629218320306
tau:1.10-gamma:1.00-C:0.30,0.4488736795531221,0.944216602111339,0.6076172335813861
tau:1.10-gamma:1.00-C:0.40,0.4726291584110658,0.92786891471102,0.6246901748376225
tau:1.10-gamma:1.00-C:0.50,0.5001116557599227,0.8784651021493127,0.6359688369774105
tau:1.10-gamma:1.00-C:0.60,0.5118977401258608,0.862952836637047,0.6411076394526337
tau:1.10-gamma:1.00-C:0.70,0.5547268502107212,0.8550163287005391,0.6711497723214096
tau:1.10-gamma:1.00-C:0.80,0.5801948010924167,0.8386686413002202,0.6834406055160772
tau:1.10-gamma:1.00-C:0.90,0.5962761819596211,0.8071694387483862,0.6813837527244445
tau:1.10-gamma:1.00-C:1.00,0.6039337474120082,0.7844107964245263,0.6788155262104841
tau:1.20-gamma:0.01-C:0.30,0.2824641960558852,0.9111604769499507,0.43021548695049283
tau:1.20-gamma:0.01-C:0.40,0.2878332369667405,0.9266727424622161,0.43768956494748346
tau:1.20-gamma:0.01-C:0.50,0.29098623524300304,0.9266727424622161,0.4414417700813575
tau:1.20-gamma:0.01-C:0.60,0.2958697723328661,0.9266727424622161,0.447295608823199
tau:1.20-gamma:0.01-C:0.70,0.30594422653657727,0.9342485000379738,0.45958786783553074
tau:1.20-gamma:0.01-C:0.80,0.31079924969517186,0.9418242576137313,0.4661535342830498
tau:1.20-gamma:0.01-C:0.90,0.3144475911173881,0.9418242576137313,0.4703568537103926
tau:1.20-gamma:0.01-C:1.00,0.31759988492106306,0.9418242576137313,0.4739439283471043
tau:1.20-gamma:0.05-C:0.30,0.32182262001681644,0.9418242576137313,0.4786223122324662
tau:1.20-gamma:0.05-C:0.40,0.3234520814414177,0.9418242576137313,0.48047611568037657
tau:1.20-gamma:0.05-C:0.50,0.3277451557529916,0.9585326953748007,0.48744710573978867
tau:1.20-gamma:0.05-C:0.60,0.3294912781165978,0.9661084529505581,0.4905469080933224
tau:1.20-gamma:0.05-C:0.70,0.3334305411516596,0.9661084529505581,0.4950354387336146
tau:1.20-gamma:0.05-C:0.80,0.33074567930621845,0.9661084529505581,0.49232822296375556
tau:1.20-gamma:0.05-C:0.90,0.3275447418585395,0.9661084529505581,0.4888649754045293
tau:1.20-gamma:0.05-C:1.00,0.3296570345989406,0.9661084529505581,0.491361793513281
tau:1.20-gamma:0.10-C:0.30,0.3268090569561158,0.9661084529505581,0.48734475459131876
tau:1.20-gamma:0.10-C:0.40,0.3283750795003992,0.9661084529505581,0.48959656462307577
tau:1.20-gamma:0.10-C:0.50,0.32810142779931883,0.9661084529505581,0.48956976814530623
tau:1.20-gamma:0.10-C:0.60,0.3368392961713105,0.9748803827751197,0.5005584272084382
tau:1.20-gamma:0.10-C:0.70,0.348638419458939,0.9661084529505581,0.5121821626948465
tau:1.20-gamma:0.10-C:0.80,0.35899900705152704,0.9748803827751197,0.5244614326381877
tau:1.20-gamma:0.10-C:0.90,0.3649583526307664,0.9748803827751197,0.5308755464318335
tau:1.20-gamma:0.10-C:1.00,0.37254215750148206,0.9748803827751197,0.5389290634949742
tau:1.20-gamma:0.15-C:0.30,0.32393851398384815,0.9661084529505581,0.48487695682817633
tau:1.20-gamma:0.15-C:0.40,0.3343817562845374,0.9748803827751197,0.49775898183325684
tau:1.20-gamma:0.15-C:0.50,0.34970418049117086,0.9748803827751197,0.5145522081789272
tau:1.20-gamma:0.15-C:0.60,0.36283380141237204,0.9748803827751197,0.5286310487558864
tau:1.20-gamma:0.15-C:0.70,0.37716307814992023,0.9748803827751197,0.5437583258457226
tau:1.20-gamma:0.15-C:0.80,0.38443498781173485,0.9760765550239233,0.5515194514807518
tau:1.20-gamma:0.15-C:0.90,0.393768974894583,0.9760765550239233,0.5608541962706269
tau:1.20-gamma:0.15-C:1.00,0.39828879262215505,0.9685007974481659,0.5641126233954417
tau:1.20-gamma:0.20-C:0.30,0.33345632000743536,0.9748803827751197,0.49673047757231065
tau:1.20-gamma:0.20-C:0.40,0.352570410852864,0.9748803827751197,0.5177033760536126
tau:1.20-gamma:0.20-C:0.50,0.36741037760288475,0.9748803827751197,0.5334084892922842
tau:1.20-gamma:0.20-C:0.60,0.38213899986658606,0.9760765550239233,0.5491089918594368
tau:1.20-gamma:0.20-C:0.70,0.39784406099029224,0.9760765550239233,0.5649649648126348
tau:1.20-gamma:0.20-C:0.80,0.4016330891330891,0.9609250398724084,0.5660455796103857
tau:1.20-gamma:0.20-C:0.90,0.4259602738889039,0.9609250398724084,0.5897383887241899
tau:1.20-gamma:0.20-C:1.00,0.4442913863126629,0.9529885319359003,0.6051158782666685
tau:1.20-gamma:0.25-C:0.30,0.3425549027210499,0.9748803827751197,0.5067801178621619
tau:1.20-gamma:0.25-C:0.40,0.3653923339181744,0.9748803827751197,0.53122185349577
tau:1.20-gamma:0.25-C:0.50,0.3847683797511862,0.9760765550239233,0.5517548839790132
tau:1.20-gamma:0.25-C:0.60,0.39899276608636575,0.9760765550239233,0.5661550546103196
tau:1.20-gamma:0.25-C:0.70,0.4151033777885566,0.9609250398724084,0.5793115791626811
tau:1.20-gamma:0.25-C:0.80,0.44096239514172647,0.9529885319359003,0.6020735502243405
tau:1.20-gamma:0.25-C:0.90,0.45847271715010124,0.944216602111339,0.6160956260577325
tau:1.20-gamma:0.25-C:1.00,0.46967829992349713,0.9354446722867776,0.623179942415098
tau:1.20-gamma:0.30-C:0.30,0.353767132797898,0.9748803827751197,0.5189523932225367
tau:1.20-gamma:0.30-C:0.40,0.3794665488608017,0.983652312599681,0.5474876316229994
tau:1.20-gamma:0.30-C:0.50,0.40074618063047796,0.9760765550239233,0.5678296535879328
tau:1.20-gamma:0.30-C:0.60,0.4151000771660704,0.9609250398724084,0.5793651513215163
tau:1.20-gamma:0.30-C:0.70,0.4469093251957994,0.9529885319359003,0.6077605752775627
tau:1.20-gamma:0.30-C:0.80,0.46221656522961957,0.9354446722867776,0.6171692752374288
tau:1.20-gamma:0.30-C:0.90,0.4749355828981714,0.9354446722867776,0.6279439375653969
tau:1.20-gamma:0.30-C:1.00,0.48121532492632896,0.9202931571352625,0.6302764311980901
tau:1.20-gamma:0.40-C:0.30,0.3673634691567629,0.983652312599681,0.5347413938995299
tau:1.20-gamma:0.40-C:0.40,0.4020216908345595,0.9760765550239233,0.5691465982762559
tau:1.20-gamma:0.40-C:0.50,0.42675202745535223,0.9529885319359003,0.5890594489148153
tau:1.20-gamma:0.40-C:0.60,0.46095908797480184,0.944216602111339,0.6182214909955269
tau:1.20-gamma:0.40-C:0.70,0.4718541569538257,0.9354446722867776,0.6256545305664597
tau:1.20-gamma:0.40-C:0.80,0.4828988266098306,0.9202931571352625,0.6318304327520917
tau:1.20-gamma:0.40-C:0.90,0.48988360176611206,0.9202931571352625,0.6372863247863249
tau:1.20-gamma:0.40-C:1.00,0.4914335030413619,0.9047808916229969,0.635082284711522
tau:1.20-gamma:0.50-C:0.30,0.38807119780803995,0.9760765550239233,0.5549452031584922
tau:1.20-gamma:0.50-C:0.40,0.41978040458158944,0.9529885319359003,0.5823526823440024
tau:1.20-gamma:0.50-C:0.50,0.46474620888377155,0.9529885319359003,0.6238092507422024
tau:1.20-gamma:0.50-C:0.60,0.47529227776294447,0.9354446722867776,0.6287055698227418
tau:1.20-gamma:0.50-C:0.70,0.48615553159067354,0.9202931571352625,0.6342397298042459
tau:1.20-gamma:0.50-C:0.80,0.4894183299735573,0.9047808916229969,0.6334815314158534
tau:1.20-gamma:0.50-C:0.90,0.4907964938517211,0.8884332042226779,0.6307864451033892
tau:1.20-gamma:0.50-C:1.00,0.5011521614128847,0.8732503194745758,0.6358629218320306
tau:1.20-gamma:1.00-C:0.30,0.4488736795531221,0.944216602111339,0.6076172335813861
tau:1.20-gamma:1.00-C:0.40,0.4726291584110658,0.92786891471102,0.6246901748376225
tau:1.20-gamma:1.00-C:0.50,0.5001116557599227,0.8784651021493127,0.6359688369774105
tau:1.20-gamma:1.00-C:0.60,0.5118977401258608,0.862952836637047,0.6411076394526337
tau:1.20-gamma:1.00-C:0.70,0.5547268502107212,0.8550163287005391,0.6711497723214096
tau:1.20-gamma:1.00-C:0.80,0.5801948010924167,0.8386686413002202,0.6834406055160772
tau:1.20-gamma:1.00-C:0.90,0.5962761819596211,0.8071694387483862,0.6813837527244445
tau:1.20-gamma:1.00-C:1.00,0.6039337474120082,0.7844107964245263,0.6788155262104841
tau:1.30-gamma:0.01-C:0.30,0.2778718406242588,0.9187362345257082,0.42541178340900815
tau:1.30-gamma:0.01-C:0.40,0.27751192889273074,0.9266727424622161,0.4258764303520382
tau:1.30-gamma:0.01-C:0.50,0.2830275975409431,0.9266727424622161,0.43228966042931644
tau:1.30-gamma:0.01-C:0.60,0.2904192013948112,0.9342485000379738,0.44145123556185345
tau:1.30-gamma:0.01-C:0.70,0.2969547367757997,0.9418242576137313,0.4500333810386443
tau:1.30-gamma:0.01-C:0.80,0.30753615311359644,0.9418242576137313,0.4622685241409432
tau:1.30-gamma:0.01-C:0.90,0.30940134489401366,0.9418242576137313,0.46452033518596986
tau:1.30-gamma:0.01-C:1.00,0.31240177813407516,0.9418242576137313,0.4679561107536636
tau:1.30-gamma:0.05-C:0.30,0.3172610627133757,0.9418242576137313,0.47363987889569376
tau:1.30-gamma:0.05-C:0.40,0.3170133753984686,0.9418242576137313,0.47345477623021776
tau:1.30-gamma:0.05-C:0.50,0.3246622966126341,0.9661084529505581,0.4848525626985331
tau:1.30-gamma:0.05-C:0.60,0.3237051922218162,0.9661084529505581,0.4840088773015602
tau:1.30-gamma:0.05-C:0.70,0.31995654638801596,0.9661084529505581,0.4800973448577357
tau:1.30-gamma:0.05-C:0.80,0.3223379884177922,0.9661084529505581,0.48306492023353104
tau:1.30-gamma:0.05-C:0.90,0.3233166007816038,0.9661084529505581,0.4841153542311669
tau:1.30-gamma:0.05-C:1.00,0.32789356269244946,0.9748803827751197,0.4903869060917465
tau:1.30-gamma:0.10-C:0.30,0.3214245367199447,0.9661084529505581,0.4813997472991392
tau:1.30-gamma:0.10-C:0.40,0.3200861314784353,0.9661084529505581,0.4804391544800752
tau:1.30-gamma:0.10-C:0.50,0.32717629613011245,0.9748803827751197,0.48954804389392753
tau:1.30-gamma:0.10-C:0.60,0.33517739531753277,0.983652312599681,0.4997644440724241
tau:1.30-gamma:0.10-C:0.70,0.34801917702204604,0.9748803827751197,0.5126130292965992
tau:1.30-gamma:0.10-C:0.80,0.3532444463188529,0.9748803827751197,0.518128075697994
tau:1.30-gamma:0.10-C:0.90,0.36283380141237204,0.9748803827751197,0.5286310487558864
tau:1.30-gamma:0.10-C:1.00,0.3704355652633109,0.983652312599681,0.5379217688167933
tau:1.30-gamma:0.15-C:0.30,0.3208829619627657,0.9661084529505581,0.4813689597031579
tau:1.30-gamma:0.15-C:0.40,0.3335549768265223,0.983652312599681,0.49790218855848317
tau:1.30-gamma:0.15-C:0.50,0.3460076827691725,0.9748803827751197,0.5104525354694388
tau:1.30-gamma:0.15-C:0.60,0.35996992001075484,0.9748803827751197,0.5254829006077383
tau:1.30-gamma:0.15-C:0.70,0.37388024986709195,0.983652312599681,0.5415253525601177
tau:1.30-gamma:0.15-C:0.80,0.38180683371321605,0.9760765550239233,0.5488084463267188
tau:1.30-gamma:0.15-C:0.90,0.38953076305951173,0.9760765550239233,0.5566006556246813
tau:1.30-gamma:0.15-C:1.00,0.39828879262215505,0.9685007974481659,0.5641126233954417
tau:1.30-gamma:0.20-C:0.30,0.33179389314176383,0.983652312599681,0.49595816203370013
tau:1.30-gamma:0.20-C:0.40,0.34884715286463325,0.9748803827751197,0.5135838782632288
tau:1.30-gamma:0.20-C:0.50,0.36539813545906363,0.983652312599681,0.5324602879126333
tau:1.30-gamma:0.20-C:0.60,0.37955886497575025,0.9760765550239233,0.5464345230590758
tau:1.30-gamma:0.20-C:0.70,0.3949474260730342,0.9760765550239233,0.5620822664460655
tau:1.30-gamma:0.20-C:0.80,0.4007300147250313,0.9685007974481659,0.5665416281644359
tau:1.30-gamma:0.20-C:0.90,0.42318506574829334,0.9609250398724084,0.587061014947072
tau:1.30-gamma:0.20-C:1.00,0.4458331686130021,0.9529885319359003,0.6065791501425829
tau:1.30-gamma:0.25-C:0.30,0.34080149060136056,0.9748803827751197,0.5048081126577147
tau:1.30-gamma:0.25-C:0.40,0.36445828583500345,0.983652312599681,0.531407656333686
tau:1.30-gamma:0.25-C:0.50,0.38330368656586394,0.9760765550239233,0.5502785825027118
tau:1.30-gamma:0.25-C:0.60,0.39899276608636575,0.9760765550239233,0.5661550546103196
tau:1.30-gamma:0.25-C:0.70,0.4138222224193509,0.9609250398724084,0.5780250294550787
tau:1.30-gamma:0.25-C:0.80,0.44096239514172647,0.9529885319359003,0.6020735502243405
tau:1.30-gamma:0.25-C:0.90,0.4559517087467398,0.944216602111339,0.6139991899990324
tau:1.30-gamma:0.25-C:1.00,0.46967829992349713,0.9354446722867776,0.623179942415098
tau:1.30-gamma:0.30-C:0.30,0.35309943890986517,0.983652312599681,0.519298893569037
tau:1.30-gamma:0.30-C:0.40,0.37806288455820125,0.983652312599681,0.546055398847483
tau:1.30-gamma:0.30-C:0.50,0.39899276608636575,0.9760765550239233,0.5661550546103196
tau:1.30-gamma:0.30-C:0.60,0.4151000771660704,0.9609250398724084,0.5793651513215163
tau:1.30-gamma:0.30-C:0.70,0.4484511074961386,0.9529885319359003,0.6092238471534772
tau:1.30-gamma:0.30-C:0.80,0.46221656522961957,0.9354446722867776,0.6171692752374288
tau:1.30-gamma:0.30-C:0.90,0.4749355828981714,0.9354446722867776,0.6279439375653969
tau:1.30-gamma:0.30-C:1.00,0.48121532492632896,0.9202931571352625,0.6302764311980901
tau:1.30-gamma:0.40-C:0.30,0.3664758334007061,0.983652312599681,0.5336856078844929
tau:1.30-gamma:0.40-C:0.40,0.40074618063047796,0.9760765550239233,0.5678296535879328
tau:1.30-gamma:0.40-C:0.50,0.4253065774804905,0.9529885319359003,0.5876780675334339
tau:1.30-gamma:0.40-C:0.60,0.4631872519676718,0.9529885319359003,0.6223337309568234
tau:1.30-gamma:0.40-C:0.70,0.4735501174841988,0.9354446722867776,0.6272174745846467
tau:1.30-gamma:0.40-C:0.80,0.4828988266098306,0.9202931571352625,0.6318304327520917
tau:1.30-gamma:0.40-C:0.90,0.48988360176611206,0.9202931571352625,0.6372863247863249
tau:1.30-gamma:0.40-C:1.00,0.4933565799644388,0.9047808916229969,0.6368356453193537
tau:1.30-gamma:0.50-C:0.30,0.38647187120871335,0.9760765550239233,0.553374435962725
tau:1.30-gamma:0.50-C:0.40,0.4177504900516749,0.9529885319359003,0.5805019128135135
tau:1.30-gamma:0.50-C:0.50,0.46474620888377155,0.9529885319359003,0.6238092507422024
tau:1.30-gamma:0.50-C:0.60,0.47529227776294447,0.9354446722867776,0.6287055698227418
tau:1.30-gamma:0.50-C:0.70,0.48615553159067354,0.9202931571352625,0.6342397298042459
tau:1.30-gamma:0.50-C:0.80,0.4894183299735573,0.9047808916229969,0.6334815314158534
tau:1.30-gamma:0.50-C:0.90,0.4907964938517211,0.8884332042226779,0.6307864451033892
tau:1.30-gamma:0.50-C:1.00,0.5011521614128847,0.8732503194745758,0.6358629218320306
tau:1.30-gamma:1.00-C:0.30,0.4488736795531221,0.944216602111339,0.6076172335813861
tau:1.30-gamma:1.00-C:0.40,0.4726291584110658,0.92786891471102,0.6246901748376225
tau:1.30-gamma:1.00-C:0.50,0.5001116557599227,0.8784651021493127,0.6359688369774105
tau:1.30-gamma:1.00-C:0.60,0.5118977401258608,0.862952836637047,0.6411076394526337
tau:1.30-gamma:1.00-C:0.70,0.5547268502107212,0.8550163287005391,0.6711497723214096
tau:1.30-gamma:1.00-C:0.80,0.5801948010924167,0.8386686413002202,0.6834406055160772
tau:1.30-gamma:1.00-C:0.90,0.5962761819596211,0.8071694387483862,0.6813837527244445
tau:1.30-gamma:1.00-C:1.00,0.6039337474120082,0.7844107964245263,0.6788155262104841
